"id","name","shortName","path","code"
"OtX1R7s6xXo","70708 Kamal Bazar Municipality","Kamal Bazar Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/GnpIwWbdxdl/OtX1R7s6xXo","70708"
"bKj54WFyVJ6","70709 Dhakari Rural Municipality","Dhakari Rural Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/GnpIwWbdxdl/bKj54WFyVJ6","70709"
"CM5YyMzgtyE","70710 Turmakhand Rural Municipality","Turmakhand Rural Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/GnpIwWbdxdl/CM5YyMzgtyE","70710"
"PbnmyAhSXvo","70801 Mohanyal Rural Municipality","Mohanyal Rural Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/RSAZqrdfXy5/PbnmyAhSXvo","70801"
"kRYymWsSu69","70802 Chure Rural Municipality","Chure Rural Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/RSAZqrdfXy5/kRYymWsSu69","70802"
"eHA15T4IKX4","70803 Godawari Municipality","Godawari Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/RSAZqrdfXy5/eHA15T4IKX4","70803"
"ByByMJgyACH","70804 Gauriganga Municipality","Gauriganga Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/RSAZqrdfXy5/ByByMJgyACH","70804"
"N7UbKeswOXG","70805 Ghodaghodi Municipality","Ghodaghodi Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/RSAZqrdfXy5/N7UbKeswOXG","70805"
"PNKIxLhF36g","70806 Bardagoriya Rural Municipality","Bardagoriya Rural Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/RSAZqrdfXy5/PNKIxLhF36g","70806"
"w8m5t0Lm8Cu","70807 Lamki Chuha Municipality","Lamki Chuha Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/RSAZqrdfXy5/w8m5t0Lm8Cu","70807"
"xk5ycdzcQou","70808 Janaki Rural Municipality","Janaki Rural Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/RSAZqrdfXy5/xk5ycdzcQou","70808"
"wBYpHj97IZo","70809 Joshipur Rural Municipality","Joshipur Rural Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/RSAZqrdfXy5/wBYpHj97IZo","70809"
"xJXQ3lrI3QE","70810 Tikapur Municipality","Tikapur Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/RSAZqrdfXy5/xJXQ3lrI3QE","70810"
"QAvh6PqC9ao","70811 Bhajani Municipality","Bhajani Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/RSAZqrdfXy5/QAvh6PqC9ao","70811"
"VhaLK7CB4LV","70812 Kailari Rural Municipality","Kailari Rural Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/RSAZqrdfXy5/VhaLK7CB4LV","70812"
"WRKcqzZHRdg","70813 Dhangadhi Sub-Metropolitan City","Dhangadhi Sub-Metropolitan City","/cCTQiGkKcTk/wtU6v09Kbe0/RSAZqrdfXy5/WRKcqzZHRdg","70813"
"NJRFRHdhKXf","70901 Krishnapur Municipality","Krishnapur Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/t9XsLKdMwA1/NJRFRHdhKXf","70901"
"mHYyY7S8j05","70902 Shuklaphanta Municipality","Shuklaphanta Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/t9XsLKdMwA1/mHYyY7S8j05","70902"
"eqgFgSRbOxT","70903 Bedkot Municipality","Bedkot Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/t9XsLKdMwA1/eqgFgSRbOxT","70903"
"WTMxLUaucNm","70904 Bhimdatta Municipality","Bhimdatta Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/t9XsLKdMwA1/WTMxLUaucNm","70904"
"Vaz2akuQgf5","70905 Dodharachadani  Municipality"," Dodharachadani Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/t9XsLKdMwA1/Vaz2akuQgf5","70905"
"NXKDqdR7CUd","70906 Laljhadi Rural Municipality","Laljhadi Rural Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/t9XsLKdMwA1/NXKDqdR7CUd","70906"
"uyEaMlGY93o","70907 Punarbas Municipality","Punarbas Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/t9XsLKdMwA1/uyEaMlGY93o","70907"
"xTWW1v7S7qX","70908 Belouri Municipality","Belouri Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/t9XsLKdMwA1/xTWW1v7S7qX","70908"
"MidYQV1Jxnv","70909 Beldandi Rural Municipality","Beldandi Rural Municipality","/cCTQiGkKcTk/wtU6v09Kbe0/t9XsLKdMwA1/MidYQV1Jxnv","70909"
